数据时间,车辆状态,累计里程,总电压,总电流,电池单体电压最高值,电池单体电压最低值,最高温度值,最低温度值,可充电储能子系统各温度探针检测到的温度值,可充电储能装置电压,可充电储能装置电流,单体电池电压,驾驶习惯,充电量
2022-03-29 17:15:08,1.714,241475.4,354.316,-76.235,3.95,3.921,28.909,26.39,27.367,354.316,-76.235,3.938,7.896,65.052
2022-03-29 17:39:58,2.0,323580.7,358.18,-86.278,3.991,3.958,30.303,27.818,28.49,358.18,-86.278,3.977,7.686,62.813
2022-03-30 01:59:38,1.993,270760.5,357.431,-86.012,3.985,3.95,29.348,26.807,27.843,357.431,-86.012,3.971,7.949,64.067
2022-03-30 03:01:18,2.0,223746.2,359.811,-78.296,4.005,3.96,30.216,27.933,28.855,359.811,-78.296,3.997,7.5,57.871
2022-03-30 03:25:28,2.0,134124.5,356.432,-85.404,3.971,3.929,29.482,26.691,27.807,356.432,-85.404,3.962,7.694,65.775
2022-03-30 04:41:58,2.0,317955.3,354.023,-73.48,3.948,3.92,29.975,26.882,28.466,354.023,-73.48,3.935,7.898,65.349
2022-03-30 04:55:28,2.0,323791.9,359.277,-84.613,4.003,3.969,31.648,28.953,30.074,359.277,-84.613,3.99,7.751,59.713
2022-03-30 06:00:18,2.0,256905.1,360.069,-83.617,4.016,3.984,30.879,28.161,29.496,360.069,-83.617,4.0,7.705,57.139
2022-03-30 06:27:38,2.0,241729.1,359.568,-81.007,4.01,3.978,30.721,28.419,29.49,359.568,-81.007,3.996,7.813,57.605
2022-03-30 06:32:38,2.0,310348.3,358.803,-82.82,4.002,3.963,30.349,28.372,29.278,358.803,-82.82,3.99,7.863,58.954
2022-03-30 15:58:08,2.0,310531.2,354.111,-67.349,3.949,3.914,30.126,27.052,28.031,354.111,-67.349,3.939,7.864,64.759
2022-03-30 16:27:48,2.0,211742.7,357.617,-86.578,3.988,3.955,31.451,27.271,28.641,357.617,-86.578,3.974,7.952,63.521
2022-03-30 17:20:38,2.0,323998.8,357.983,-85.093,3.989,3.957,31.657,28.866,29.842,357.983,-85.093,3.975,7.839,62.913
2022-03-30 17:27:08,2.0,257130.5,358.738,-85.614,4.001,3.969,30.938,28.656,29.55,358.738,-85.614,3.985,7.86,60.422
2022-03-30 17:36:48,2.0,372983.0,357.498,-86.588,3.981,3.953,31.963,28.306,29.601,357.498,-86.588,3.971,7.93,64.013
2022-03-30 20:39:48,2.0,271049.1,359.657,-86.583,4.009,3.976,31.211,28.041,29.328,359.657,-86.583,3.996,7.806,58.702
2022-03-30 21:48:48,2.0,98484.7,356.881,-69.284,3.972,3.932,29.868,27.615,28.483,356.881,-69.284,3.966,7.741,66.627
2022-03-31 01:59:28,2.0,306943.3,357.054,-84.562,3.98,3.95,31.25,28.632,29.395,357.054,-84.562,3.966,7.793,63.765
2022-03-31 03:17:48,2.0,134519.4,358.129,-87.285,3.989,3.945,29.759,26.677,27.907,358.129,-87.285,3.981,7.803,64.037
2022-03-31 04:23:08,2.0,281272.5,358.337,-87.361,3.99,3.95,29.44,27.224,28.202,358.337,-87.361,3.979,7.994,64.58
2022-03-31 04:46:38,2.0,324222.6,359.437,-83.963,4.005,3.973,30.336,27.969,28.938,359.437,-83.963,3.991,7.809,59.254
2022-03-31 05:06:48,2.0,211945.1,357.333,-88.893,3.984,3.953,30.871,27.303,28.3,357.333,-88.893,3.97,7.821,64.719
2022-03-31 05:16:48,1.851,373171.6,357.95,-84.397,3.987,3.959,31.425,28.381,29.522,357.95,-84.397,3.977,7.643,62.429
2022-03-31 05:21:08,2.383,366917.1,355.672,-78.505,3.97,3.94,30.309,28.007,28.768,355.672,-78.505,3.952,7.995,64.589
2022-03-31 06:00:08,2.0,257402.7,359.031,-85.566,4.004,3.972,30.714,28.357,29.38,359.031,-85.566,3.988,7.775,59.436
2022-03-31 06:02:28,2.0,242220.2,360.37,-79.607,4.019,3.987,30.203,27.633,28.685,360.37,-79.607,4.005,7.774,56.168
2022-03-31 16:12:58,2.0,212141.4,357.677,-87.057,3.989,3.956,34.038,29.233,30.752,357.677,-87.057,3.975,7.712,63.917
2022-03-31 16:55:38,2.0,324423.9,357.456,-85.534,3.983,3.952,33.382,30.147,31.366,357.456,-85.534,3.97,7.767,64.185
2022-03-31 17:20:28,2.0,257600.5,357.931,-86.964,3.992,3.961,31.677,29.015,30.174,357.931,-86.964,3.976,7.849,62.354
2022-03-31 18:07:08,1.984,373438.3,360.456,-81.751,4.014,3.985,32.595,29.278,30.857,360.456,-81.751,4.004,7.616,56.778
2022-04-01 03:15:18,2.0,134863.8,357.844,-87.76,3.986,3.942,29.348,26.622,27.598,357.844,-87.76,3.977,7.629,65.364
2022-04-01 04:04:38,2.0,212335.8,357.474,-89.266,3.985,3.954,30.321,27.145,28.172,357.474,-89.266,3.972,7.758,64.494
2022-04-01 04:05:28,2.0,281561.5,359.295,-85.734,4.001,3.961,31.055,28.614,29.928,359.295,-85.734,3.99,7.895,60.089
2022-04-01 04:13:58,2.0,318739.3,356.479,-53.804,3.977,3.947,29.096,26.128,27.444,356.479,-53.804,3.964,8.016,64.925
2022-04-01 04:33:08,1.992,324672.9,360.371,-82.148,4.015,3.983,30.68,27.952,28.933,360.371,-82.148,4.002,7.734,56.592
2022-04-01 05:02:48,2.0,311090.8,358.739,-83.716,4.001,3.963,30.662,28.2,29.205,358.739,-83.716,3.989,7.872,60.016
2022-04-01 05:23:48,2.405,367357.4,355.555,-80.622,3.966,3.938,30.135,27.601,28.884,355.555,-80.622,3.95,7.952,65.893
2022-04-01 05:24:38,2.0,373680.4,359.968,-76.394,4.01,3.98,30.5,28.094,29.278,359.968,-76.394,3.999,7.561,58.234
2022-04-01 05:54:18,2.0,257887.9,357.093,-88.111,3.982,3.951,29.363,26.23,27.732,357.093,-88.111,3.966,7.685,65.627
2022-04-01 07:06:28,2.0,242735.3,359.9,-81.0,4.014,3.981,30.719,28.523,29.642,359.9,-81.0,3.999,7.772,57.158
2022-04-01 14:48:08,2.0,135062.1,357.747,-90.802,3.985,3.942,29.282,26.71,27.677,357.747,-90.802,3.976,7.642,65.611
2022-04-01 16:19:48,2.0,212531.1,357.635,-87.495,3.988,3.956,30.068,26.88,27.748,357.635,-87.495,3.974,7.697,64.189
2022-04-01 16:42:18,2.0,311291.9,357.809,-85.971,3.991,3.953,30.303,28.068,28.962,357.809,-85.971,3.979,7.746,62.597
2022-04-01 17:10:28,2.0,373851.9,357.174,-84.652,3.979,3.95,29.551,26.735,27.706,357.174,-84.652,3.968,7.622,63.561
2022-04-01 17:15:58,2.0,258142.1,359.466,-85.464,4.009,3.977,30.556,27.992,29.41,359.466,-85.464,3.993,7.628,58.41
2022-04-01 18:02:58,1.931,324906.7,358.785,-85.113,3.998,3.964,30.515,28.254,28.983,358.785,-85.113,3.984,7.756,61.016
2022-04-01 18:17:18,2.0,319030.5,361.095,-80.964,4.028,3.996,30.829,28.154,29.567,361.095,-80.964,4.014,7.755,54.872
2022-04-02 00:13:58,2.0,307530.3,358.111,-86.115,3.993,3.959,29.511,26.557,28.145,358.111,-86.115,3.978,7.708,62.223
2022-04-02 02:57:28,2.0,135249.2,357.932,-89.265,3.988,3.945,29.158,26.211,27.878,357.932,-89.265,3.978,7.685,65.495
2022-04-02 03:41:48,2.0,223975.5,357.857,-82.03,3.984,3.94,33.117,30.146,31.596,357.857,-82.03,3.976,7.499,62.019
2022-04-02 04:09:18,1.953,281851.0,358.002,-86.76,3.987,3.948,30.326,26.876,28.991,358.002,-86.76,3.975,7.771,62.048
2022-04-02 04:25:28,2.0,212729.2,356.15,-84.664,3.97,3.94,28.841,26.072,27.285,356.15,-84.664,3.957,7.76,64.733
2022-04-02 04:46:58,2.0,325109.9,358.209,-87.653,3.991,3.956,29.519,26.504,28.224,358.209,-87.653,3.977,7.679,63.338
2022-04-02 04:54:18,2.0,311503.6,358.241,-85.027,3.996,3.957,30.359,27.87,29.128,358.241,-85.027,3.984,7.783,61.431
2022-04-02 05:27:38,3.0,367795.4,356.899,-80.265,3.982,3.953,30.845,27.317,29.551,356.899,-80.265,3.965,7.953,62.925
2022-04-02 05:30:48,2.0,319250.6,358.423,-52.796,4.0,3.969,30.904,27.076,29.647,358.423,-52.796,3.986,7.842,57.777
2022-04-02 05:33:38,2.0,374077.4,360.788,-81.608,4.021,3.989,29.795,27.123,28.51,360.788,-81.608,4.008,7.64,54.864
2022-04-02 05:56:08,2.0,258500.0,358.124,-88.668,3.992,3.961,35.126,29.165,32.771,358.124,-88.668,3.978,7.732,62.102
2022-04-02 06:14:18,1.107,243208.5,359.847,-80.752,4.014,3.981,30.198,27.534,29.17,359.847,-80.752,3.999,7.972,58.325
2022-04-02 16:06:18,2.0,307755.5,358.479,-84.808,3.997,3.965,31.238,28.946,29.66,358.479,-84.808,3.982,7.499,60.802
2022-04-02 16:38:48,2.0,212954.5,358.595,-87.158,3.998,3.966,29.758,26.742,27.643,358.595,-87.158,3.984,7.669,61.512
2022-04-02 17:04:18,2.0,319465.3,359.613,-83.921,4.011,3.979,30.476,27.627,29.269,359.613,-83.921,3.997,7.877,58.279
2022-04-02 17:37:38,2.0,258711.3,358.177,-87.148,3.994,3.963,30.672,28.312,29.369,358.177,-87.148,3.979,7.696,61.505
2022-04-02 17:50:48,2.644,368011.5,356.144,-79.976,3.973,3.944,29.288,26.603,28.031,356.144,-79.976,3.956,7.984,64.473
2022-04-02 20:48:18,2.0,98901.1,357.096,-86.201,3.974,3.933,29.779,27.014,27.865,357.096,-86.201,3.967,7.541,66.608
2022-04-03 01:40:58,1.863,272031.0,356.657,-65.985,3.978,3.942,26.935,24.232,25.653,356.657,-65.985,3.963,7.841,61.184
2022-04-03 03:37:18,2.0,135665.2,359.082,-86.064,3.999,3.955,30.822,28.085,29.613,359.082,-86.064,3.991,7.654,61.217
2022-04-03 04:02:18,2.0,224235.0,359.266,-78.566,4.0,3.953,30.324,27.713,29.097,359.266,-78.566,3.991,7.562,58.946
2022-04-03 04:33:28,2.0,213136.1,357.312,-89.604,3.983,3.952,29.638,26.623,27.783,357.312,-89.604,3.97,7.878,64.244
2022-04-03 04:42:08,2.0,282120.4,357.805,-88.614,3.984,3.945,30.231,26.954,28.706,357.805,-88.614,3.973,7.775,63.54
2022-04-03 05:22:08,2.0,319705.4,360.739,-84.115,4.024,3.992,35.456,31.6,34.152,360.739,-84.115,4.009,7.902,57.964
2022-04-03 05:49:28,1.959,374450.1,360.986,-81.494,4.022,3.991,30.492,27.893,29.191,360.986,-81.494,4.01,7.599,54.791
2022-04-03 05:58:28,2.0,311916.0,359.71,-82.157,4.013,3.973,30.532,28.175,29.232,359.71,-82.157,4.0,7.87,57.06
2022-04-03 06:06:58,2.547,368272.3,358.047,-77.783,3.995,3.965,30.014,27.007,28.844,358.047,-77.783,3.978,7.761,59.67
2022-04-03 06:07:58,2.0,259031.3,359.74,-85.447,4.011,3.98,35.089,30.548,33.282,359.74,-85.447,3.996,7.709,58.404
2022-04-03 06:37:28,1.23,243720.7,360.521,-79.973,4.021,3.987,30.556,27.706,29.431,360.521,-79.973,4.006,7.903,55.533
2022-04-03 15:49:38,2.0,135893.1,355.12,-70.568,3.956,3.914,30.596,27.12,28.193,355.12,-70.568,3.948,7.626,64.701
2022-04-03 16:11:08,2.0,308110.8,357.541,-86.362,3.986,3.956,32.722,29.767,30.626,357.541,-86.362,3.972,7.685,63.363
2022-04-03 16:37:28,2.0,213317.1,355.904,-83.032,3.969,3.937,31.528,27.458,28.637,355.904,-83.032,3.955,7.788,65.325
2022-04-03 17:13:38,2.0,319926.9,359.153,-82.173,4.005,3.974,32.008,29.405,30.346,359.153,-82.173,3.992,8.042,59.364
2022-04-03 17:27:58,1.077,259240.8,357.955,-86.964,3.992,3.961,31.585,29.5,30.389,357.955,-86.964,3.976,7.815,62.343
2022-04-03 18:52:48,2.456,368500.2,355.658,-79.555,3.967,3.94,30.591,28.403,29.131,355.658,-79.555,3.951,8.035,65.458
2022-04-04 03:07:18,2.0,224486.2,359.719,-78.325,4.004,3.958,30.311,27.77,29.043,359.719,-78.325,3.996,7.714,58.328
2022-04-04 03:27:48,2.0,136070.5,356.984,-84.216,3.977,3.934,29.478,26.47,27.643,356.984,-84.216,3.968,7.828,62.518
2022-04-04 05:43:28,2.0,320201.1,355.504,-72.836,3.966,3.936,30.123,26.922,28.709,355.504,-72.836,3.952,8.018,61.948
2022-04-04 05:46:18,2.441,368741.1,356.834,-78.108,3.981,3.952,30.221,27.566,28.994,356.834,-78.108,3.964,7.979,62.524
2022-04-04 05:46:58,2.0,374893.6,360.758,-81.593,4.019,3.988,30.568,28.016,29.267,360.758,-81.593,4.007,7.762,56.218
2022-04-04 05:53:08,2.0,259573.9,358.622,-86.631,3.999,3.967,29.775,26.279,28.053,358.622,-86.631,3.984,7.697,61.626
2022-04-04 06:21:28,2.0,244319.2,360.236,-80.22,4.018,3.985,30.619,28.389,29.565,360.236,-80.22,4.003,7.935,55.706
2022-04-04 15:08:28,2.0,136277.4,357.727,-88.993,3.985,3.941,32.098,28.865,29.909,357.727,-88.993,3.976,7.763,65.292
2022-04-04 15:40:08,2.0,308408.1,356.87,-86.029,3.979,3.949,32.4,29.267,30.258,356.87,-86.029,3.964,7.835,64.349
2022-04-04 17:11:38,2.0,259792.3,358.597,-86.174,3.999,3.968,30.984,28.844,29.851,358.597,-86.174,3.983,7.902,60.818
2022-04-04 17:11:48,2.0,320417.7,359.649,-80.651,4.011,3.979,32.492,29.47,30.545,359.649,-80.651,3.997,7.918,58.709
2022-04-04 17:31:28,2.0,375087.7,358.106,-85.9,3.988,3.96,31.591,28.803,29.921,358.106,-85.9,3.978,7.917,62.547
2022-04-05 00:16:38,2.0,237478.7,358.399,-75.886,3.995,3.963,29.92,27.518,28.579,358.399,-75.886,3.983,7.843,57.366
2022-04-05 03:32:28,2.0,136523.9,358.755,-86.848,3.996,3.952,30.462,28.138,29.248,358.755,-86.848,3.988,7.871,62.263
2022-04-05 04:46:18,2.0,213961.2,357.575,-88.798,3.987,3.956,29.908,26.892,27.731,357.575,-88.798,3.973,7.888,63.665
2022-04-05 04:50:08,2.0,320705.9,357.985,-87.14,3.992,3.961,30.847,28.198,29.478,357.985,-87.14,3.978,8.015,62.95
2022-04-05 05:21:48,1.0,375306.0,360.317,-82.665,4.014,3.984,30.635,28.167,29.33,360.317,-82.665,4.003,7.754,57.417
2022-04-05 05:49:48,2.444,369201.7,357.262,-78.315,3.986,3.957,30.176,27.676,28.889,357.262,-78.315,3.969,8.083,61.385
2022-04-05 05:55:28,2.0,260115.2,359.245,-84.814,4.006,3.974,30.969,27.827,29.435,359.245,-84.814,3.991,7.848,59.383
2022-04-05 06:16:48,1.496,244942.1,360.291,-79.783,4.019,3.986,30.654,28.433,29.568,360.291,-79.783,4.004,7.932,55.849
2022-04-05 15:33:38,2.0,136708.3,357.354,-88.534,3.981,3.937,31.776,28.067,29.25,357.354,-88.534,3.972,7.764,65.452
2022-04-05 16:32:38,2.0,214208.9,358.211,-74.808,3.995,3.962,32.077,27.789,29.181,358.211,-74.808,3.981,7.862,58.599
2022-04-05 17:06:18,2.0,320963.3,358.657,-82.973,4.0,3.968,33.842,31.211,32.07,358.657,-82.973,3.986,8.028,60.858
2022-04-05 17:25:18,2.0,325831.3,358.268,-84.557,3.992,3.961,32.813,29.843,31.009,358.268,-84.557,3.979,7.851,62.506
2022-04-05 18:01:58,2.0,375506.6,359.024,-84.232,3.998,3.969,32.375,29.367,30.715,359.024,-84.232,3.988,7.835,59.452
2022-04-05 18:14:18,2.0,245342.5,356.384,-85.739,3.973,3.943,32.421,29.393,30.499,356.384,-85.739,3.96,7.955,66.253
2022-04-06 02:54:48,1.889,136910.1,357.493,-87.613,3.982,3.939,29.252,26.496,27.462,357.493,-87.613,3.974,7.878,65.303
2022-04-06 03:25:48,2.0,225066.0,358.407,-80.321,3.989,3.945,30.5,28.314,29.205,358.407,-80.321,3.982,7.931,62.055
2022-04-06 03:40:48,2.0,375681.5,357.301,-86.487,3.979,3.951,30.556,27.281,28.456,357.301,-86.487,3.969,7.888,64.419
2022-04-06 04:42:58,2.0,326041.0,359.567,-83.754,4.006,3.974,30.669,28.134,29.191,359.567,-83.754,3.993,7.911,58.639
2022-04-06 05:04:08,2.0,321216.0,357.701,-88.228,3.989,3.958,30.833,28.242,29.151,357.701,-88.228,3.975,8.084,64.231
2022-04-06 05:28:28,2.41,369624.1,356.594,-79.338,3.979,3.95,30.444,28.306,29.217,356.594,-79.338,3.962,8.086,63.074
2022-04-06 05:52:38,1.908,245570.3,359.42,-81.727,4.008,3.977,30.931,28.369,29.405,359.42,-81.727,3.994,7.869,58.574
2022-04-06 05:56:18,2.0,260589.9,359.696,-83.836,4.012,3.98,30.776,28.344,29.469,359.696,-83.836,3.996,7.873,57.763
2022-04-06 15:49:48,2.0,137157.1,359.89,-85.328,4.009,3.963,33.23,29.532,30.872,359.89,-85.328,4.001,7.748,59.272
2022-04-06 15:53:58,2.0,309006.1,358.265,-85.036,3.994,3.964,34.295,31.053,32.097,358.265,-85.036,3.98,7.922,61.917
2022-04-06 16:39:28,2.0,214515.1,355.089,-75.188,3.96,3.928,32.697,27.994,29.534,355.089,-75.188,3.946,7.939,64.429
2022-04-06 17:07:08,2.0,326251.1,358.283,-84.368,3.992,3.961,33.624,30.165,31.634,358.283,-84.368,3.979,7.819,61.898
2022-04-06 17:14:48,2.0,321448.1,355.64,-82.404,3.965,3.936,34.849,32.273,33.074,355.64,-82.404,3.953,8.077,63.464
2022-04-06 17:42:58,2.199,369857.6,356.434,-78.445,3.976,3.948,30.322,27.63,28.609,356.434,-78.445,3.96,8.061,63.247
2022-04-07 03:35:48,2.0,99591.2,357.999,-84.158,3.984,3.943,30.115,27.991,28.984,357.999,-84.158,3.978,7.832,52.398
2022-04-07 03:50:28,2.0,225344.6,360.268,-76.863,4.009,3.965,28.956,26.599,27.715,360.268,-76.863,4.003,7.874,58.088
2022-04-07 04:15:08,2.0,282720.3,360.314,-84.529,4.012,3.971,30.27,28.127,29.127,360.314,-84.529,4.001,8.108,58.711
2022-04-07 05:05:18,2.0,326469.0,359.407,-84.127,4.004,3.972,31.156,28.711,29.684,359.407,-84.127,3.991,7.877,59.376
2022-04-07 05:28:48,2.406,370100.8,357.604,-82.027,3.99,3.96,30.457,28.341,29.195,357.604,-82.027,3.973,7.977,62.454
2022-04-07 05:42:48,2.0,376102.5,360.847,-81.575,4.019,3.989,31.122,28.553,29.892,360.847,-81.575,4.009,7.951,55.294
2022-04-07 06:08:18,2.0,261162.8,358.91,-85.54,4.003,3.971,29.395,27.202,28.081,358.91,-85.54,3.987,7.885,58.472
2022-04-07 06:18:08,2.0,246129.5,360.398,-79.389,4.02,3.987,30.016,26.938,28.174,360.398,-79.389,4.005,7.949,56.014
2022-04-07 15:05:08,2.0,137498.0,356.96,-89.359,3.976,3.933,33.837,29.585,30.97,356.96,-89.359,3.968,7.855,66.565
2022-04-07 15:50:58,2.0,309358.2,357.171,-86.811,3.981,3.952,35.286,31.586,32.874,357.171,-86.811,3.967,7.921,63.697
2022-04-07 16:34:48,2.0,214857.8,357.374,-81.437,3.986,3.952,34.859,30.092,31.659,357.374,-81.437,3.972,7.896,63.838
2022-04-07 17:27:28,2.0,321842.9,359.071,-76.942,4.005,3.973,35.963,33.333,34.162,359.071,-76.942,3.991,8.057,57.309
2022-04-07 17:39:48,2.0,261407.0,359.337,-84.402,4.008,3.976,32.07,29.531,30.678,359.337,-84.402,3.992,7.915,59.562
2022-04-07 17:54:18,2.0,326704.1,360.599,-80.202,4.018,3.986,33.133,29.938,31.512,360.599,-80.202,4.005,7.885,56.59
2022-04-07 18:13:08,2.993,370311.9,356.424,-75.709,3.976,3.948,30.664,28.053,29.109,356.424,-75.709,3.96,8.03,63.631
2022-04-08 00:31:28,2.0,238202.7,357.328,-77.43,3.983,3.951,29.599,27.056,28.207,357.328,-77.43,3.971,8.054,60.692
2022-04-08 04:06:48,2.0,137717.0,358.093,-87.159,3.989,3.945,30.293,27.511,28.829,358.093,-87.159,3.981,7.89,63.944
2022-04-08 04:22:48,2.0,282977.8,358.355,-85.248,3.99,3.95,29.519,27.244,28.325,358.355,-85.248,3.979,8.077,61.915
2022-04-08 04:55:18,2.0,326925.7,359.571,-82.829,4.006,3.974,30.597,28.155,29.18,359.571,-82.829,3.993,7.871,58.91
2022-04-08 04:55:38,2.0,322074.1,355.77,-84.116,3.967,3.938,29.489,27.099,28.122,355.77,-84.116,3.954,8.275,65.759
2022-04-08 05:16:18,2.0,313249.743,360.341,-82.689,4.019,3.98,29.443,26.641,27.767,360.341,-82.689,4.007,7.95,59.764
2022-04-08 05:30:48,2.4,370491.0,355.252,-80.441,3.963,3.935,30.24,27.647,28.618,355.252,-80.441,3.947,8.023,66.639
2022-04-08 05:35:58,2.0,376536.4,361.016,-81.826,4.022,3.991,30.911,28.374,29.645,361.016,-81.826,4.011,7.991,55.488
2022-04-08 05:51:38,2.0,261676.4,359.723,-83.812,4.012,3.98,30.46,28.151,29.077,359.723,-83.812,3.996,7.858,58.213
2022-04-08 05:59:08,1.0,246569.4,358.472,-81.968,3.997,3.966,30.993,28.281,29.251,358.472,-81.968,3.984,7.922,61.032
2022-04-08 16:26:58,2.0,215234.9,358.595,-77.673,3.999,3.966,34.2,29.714,31.253,358.595,-77.673,3.985,7.908,59.968
2022-04-08 17:08:48,2.0,261884.9,358.284,-85.548,3.996,3.964,32.265,29.712,30.848,358.284,-85.548,3.98,7.846,62.285
2022-04-08 17:17:58,2.032,370665.7,354.42,-78.902,3.953,3.926,31.494,28.89,29.774,354.42,-78.902,3.938,8.093,67.143
2022-04-08 17:33:28,2.0,327141.5,358.524,-83.882,3.995,3.964,34.129,30.689,32.088,358.524,-83.882,3.982,7.896,61.071
2022-04-09 01:16:58,2.0,238546.0,359.187,-75.223,4.004,3.971,29.058,26.674,27.908,359.187,-75.223,3.992,7.921,57.281
2022-04-09 02:47:58,2.0,138080.8,357.722,-87.741,3.984,3.941,30.726,27.415,28.741,357.722,-87.741,3.976,7.986,65.349
2022-04-09 03:25:08,2.0,225872.2,357.044,-80.604,3.973,3.931,30.275,27.993,28.769,357.044,-80.604,3.966,8.049,63.471
2022-04-09 04:10:38,2.0,283308.1,360.615,-83.787,4.016,3.974,30.0,27.872,28.883,360.615,-83.787,4.004,8.029,57.728
2022-04-09 05:07:28,2.0,327386.8,360.041,-82.735,4.012,3.979,30.85,28.197,29.339,360.041,-82.735,3.998,7.909,57.927
2022-04-09 05:09:58,2.0,313684.3,359.35,-82.005,4.008,3.97,30.646,28.071,29.282,359.35,-82.005,3.996,8.013,57.416
2022-04-09 05:17:58,2.0,322526.1,360.699,-81.8,4.023,3.991,29.937,27.333,28.363,360.699,-81.8,4.009,8.086,56.801
2022-04-09 05:50:08,2.0,262206.4,358.234,-86.55,3.995,3.963,30.815,28.431,29.542,358.234,-86.55,3.979,7.958,62.043
2022-04-09 05:58:38,2.0,376958.3,361.162,-80.978,4.022,3.993,29.352,26.608,27.981,361.162,-80.978,4.012,7.989,55.786
2022-04-09 06:10:38,2.375,370956.5,357.044,-78.208,3.983,3.954,30.472,28.361,29.33,357.044,-78.208,3.967,7.935,62.169
2022-04-09 06:28:48,2.0,247054.5,360.452,-79.13,4.02,3.988,30.008,26.922,28.137,360.452,-79.13,4.006,7.919,55.829
2022-04-09 15:52:48,1.465,313856.1,355.45,-76.919,3.964,3.928,32.181,28.493,29.862,355.45,-76.919,3.953,8.015,61.414
2022-04-09 15:53:38,2.0,309875.3,358.813,-84.495,4.0,3.97,35.173,31.906,32.974,358.813,-84.495,3.986,7.999,59.175
2022-04-09 16:30:08,2.0,215495.8,359.209,-83.462,4.006,3.972,34.18,29.625,31.089,359.209,-83.462,3.992,7.966,58.906
2022-04-09 16:51:28,2.0,322790.6,356.928,-82.833,3.98,3.949,35.167,32.442,33.404,356.928,-82.833,3.967,8.105,63.098
2022-04-09 16:56:28,2.0,327660.8,360.328,-80.572,4.015,3.983,33.891,30.612,32.18,360.328,-80.572,4.002,7.88,57.306
2022-04-09 17:42:08,2.0,262418.3,357.709,-86.715,3.989,3.958,32.189,29.902,30.902,357.709,-86.715,3.974,7.943,63.141
2022-04-09 18:14:28,1.413,377179.6,360.301,-82.023,4.012,3.983,34.238,31.024,32.478,360.301,-82.023,4.002,7.974,56.972
2022-04-10 03:17:38,2.0,138402.4,357.995,-87.765,3.987,3.944,30.271,27.353,28.695,357.995,-87.765,3.979,7.932,64.392
2022-04-10 03:22:28,2.0,226200.0,359.692,-78.822,4.003,3.958,29.036,27.0,27.948,359.692,-78.822,3.996,7.989,59.572
2022-04-10 04:07:18,2.0,322957.0,356.885,-88.223,3.98,3.95,30.172,27.396,28.436,356.885,-88.223,3.966,8.072,65.226
2022-04-10 04:45:28,2.0,314057.7,355.82,-79.159,3.968,3.932,30.306,27.435,28.383,355.82,-79.159,3.957,8.0,64.234
2022-04-10 05:03:18,2.0,327890.3,359.862,-82.956,4.009,3.977,31.211,28.539,29.622,359.862,-82.956,3.996,7.893,58.543
2022-04-10 05:55:48,2.0,262659.0,358.036,-86.923,3.993,3.961,30.869,28.362,29.42,358.036,-86.923,3.977,8.008,62.313
2022-04-10 06:13:28,2.0,247565.1,360.165,-79.312,4.017,3.984,30.698,27.969,28.96,360.165,-79.312,4.002,8.014,56.402
2022-04-10 16:50:18,2.0,323192.4,357.686,-85.45,3.989,3.957,36.74,33.992,34.842,357.686,-85.45,3.975,8.04,61.746
2022-04-10 16:50:58,2.0,215800.3,358.742,-85.405,4.001,3.967,35.094,30.297,31.984,358.742,-85.405,3.987,7.994,60.28
2022-04-10 17:12:38,2.0,328121.8,358.993,-82.616,4.0,3.969,34.137,30.748,32.192,358.993,-82.616,3.987,7.896,59.686
2022-04-10 17:18:08,2.0,262891.4,358.997,-84.26,4.004,3.972,32.539,29.883,30.966,358.997,-84.26,3.988,7.928,59.466
2022-04-11 03:50:48,2.0,226496.1,358.603,-80.394,3.991,3.947,30.496,28.252,29.096,358.603,-80.394,3.984,7.974,61.663
2022-04-11 04:56:18,1.992,328351.3,359.946,-82.865,4.011,3.978,31.992,29.238,30.364,359.946,-82.865,3.997,7.829,57.558
2022-04-11 05:08:48,2.42,371659.8,354.885,-80.339,3.959,3.931,30.333,28.24,28.964,354.885,-80.339,3.943,7.855,66.554
2022-04-11 05:39:48,2.0,247969.4,357.115,-85.349,3.982,3.951,30.882,27.971,28.861,357.115,-85.349,3.968,8.148,64.038
2022-04-11 15:56:28,2.0,310397.4,357.195,-87.002,3.982,3.952,35.744,32.383,33.599,357.195,-87.002,3.968,7.931,63.84
2022-04-11 16:22:58,2.0,314502.2,355.216,-69.521,3.962,3.926,31.109,27.618,28.932,355.216,-69.521,3.951,8.024,63.39
2022-04-11 16:28:08,2.0,216126.9,359.072,-83.67,4.004,3.971,34.449,29.354,31.144,359.072,-83.67,3.99,7.891,58.677
2022-04-11 16:57:38,2.0,323622.1,356.404,-87.135,3.974,3.944,36.708,34.153,34.953,356.404,-87.135,3.961,8.123,65.877
2022-04-11 17:07:08,2.0,328584.6,359.259,-82.366,4.004,3.972,34.093,30.721,32.222,359.259,-82.366,3.99,7.852,58.586
2022-04-11 17:22:48,2.0,263309.5,359.358,-83.379,4.008,3.976,32.546,29.892,31.015,359.358,-83.379,3.992,7.935,59.772
2022-04-12 04:52:18,2.0,314713.4,356.664,-84.238,3.977,3.941,30.935,28.181,29.22,356.664,-84.238,3.966,8.082,64.172
2022-04-12 05:00:28,2.0,328779.1,356.646,-82.639,3.973,3.942,31.31,28.908,29.833,356.646,-82.639,3.96,7.929,64.747
